Month,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,Age_Group
Apr,Sunday,Pontiac,Urban,Tuesday,May,Female,Single,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,Middle Age
Jul,Tuesday,Chevrolet,Urban,Thursday,Jul,Female,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,16,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,Adult
Aug,Monday,Chevrolet,Urban,Friday,Aug,Male,Single,29,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,15,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,Adult
Jul,Friday,Honda,Urban,Friday,Jul,Male,Married,39,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,14,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Jul,Sunday,Toyota,Urban,Tuesday,Aug,Male,Single,19,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,2,400,3,more than 30,more than 30,1,3 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,All Perils,Young
Oct,Tuesday,Toyota,Urban,Friday,Nov,Male,Single,57,Third Party,Sedan - All Perils,Sedan,more than 69000,0,8,700,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,All Perils,Middle Age
Oct,Tuesday,Mazda,Urban,Tuesday,Oct,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,Adult
Nov,Saturday,Mazda,Rural,Wednesday,Nov,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,15,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
Mar,Thursday,Toyota,Urban,Thursday,Mar,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Mar,Monday,Honda,Urban,Friday,May,Male,Single,39,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,16,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,All Perils,Adult
Mar,Monday,Toyota,Urban,Monday,Mar,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,6,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,Middle Age
Feb,Sunday,Pontiac,Urban,Tuesday,Mar,Male,Single,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,Middle Age
Jun,Monday,Honda,Urban,Wednesday,Jun,Male,Single,31,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,Adult
Jun,Tuesday,Pontiac,Urban,Wednesday,Jun,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,Adult
Aug,Monday,Pontiac,Rural,Monday,Aug,Male,Single,48,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,1,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,Middle Age
Sep,Sunday,Mazda,Rural,Tuesday,Sep,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,Adult
Sep,Thursday,Pontiac,Urban,Thursday,Sep,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9,400,3,more than 30,more than 30,1,6 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,Collision,Adult
Sep,Wednesday,Honda,Urban,Saturday,Oct,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
Sep,Monday,Saab,Urban,Tuesday,Oct,Male,Married,48,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,Middle Age
Sep,Saturday,Pontiac,Urban,Thursday,Sep,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,Collision,Adult
Oct,Thursday,Honda,Urban,Friday,Oct,Male,Married,58,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
Oct,Thursday,Mazda,Urban,Monday,Oct,Male,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,4,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,External,none,no change,1 vehicle,Liability,Senior
Oct,Thursday,Mazda,Urban,Thursday,Oct,Male,Single,37,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,10,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,Adult
Oct,Thursday,Pontiac,Urban,Monday,Oct,Female,Married,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,Middle Age
Nov,Wednesday,Toyota,Urban,Thursday,Nov,Male,Married,59,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,Middle Age
Nov,Monday,Honda,Urban,Monday,Nov,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
Dec,Friday,Accura,Urban,Thursday,Feb,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,Middle Age
Mar,Saturday,Pontiac,Urban,Monday,Mar,Male,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,Adult
Mar,Saturday,Pontiac,Urban,Wednesday,Mar,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,Liability,Adult
May,Tuesday,Pontiac,Urban,Tuesday,May,Male,Single,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,Middle Age
Aug,Monday,Accura,Urban,Wednesday,Aug,Male,Married,28,Policy Holder,Utility - All Perils,Utility,more than 69000,1,2,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,Adult
May,Tuesday,Accura,Urban,Friday,Jun,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
May,Friday,Toyota,Urban,Friday,May,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
Oct,Friday,Pontiac,Urban,Thursday,Nov,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,3 to 4,Collision,Adult
Sep,Wednesday,Toyota,Urban,Thursday,Sep,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Sep,Friday,Chevrolet,Urban,Wednesday,Sep,Female,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,Adult
Aug,Tuesday,Pontiac,Urban,Wednesday,Aug,Male,Married,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Aug,Tuesday,Saab,Urban,Friday,Aug,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,4,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,Collision,Adult
Jun,Friday,Honda,Urban,Tuesday,Jun,Male,Single,25,Third Party,Sport - Collision,Sport,more than 69000,0,3,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Collision,Young
May,Monday,Mazda,Urban,Tuesday,May,Male,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,Adult
May,Friday,Honda,Urban,Tuesday,May,Male,Married,55,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,1 year,2 vehicles,All Perils,Middle Age
Sep,Monday,Chevrolet,Urban,Wednesday,Sep,Male,Single,21,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,6,400,2,more than 30,more than 30,more than 4,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,All Perils,Young
Aug,Friday,Chevrolet,Urban,Monday,Aug,Female,Married,32,Third Party,Sedan - Liability,Sport,30000 to 39000,0,14,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,Adult
Aug,Sunday,Toyota,Urban,Friday,Aug,Female,Single,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,4,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,Adult
Oct,Saturday,Chevrolet,Urban,Friday,Oct,Male,Single,49,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability,Middle Age
Oct,Saturday,Pontiac,Urban,Tuesday,Oct,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11,400,4,more than 30,more than 30,1,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,Collision,Adult
May,Thursday,Mazda,Urban,Friday,May,Male,Married,68,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,Collision,Senior
Apr,Saturday,Toyota,Urban,Monday,Apr,Male,Married,62,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,Senior
May,Tuesday,Honda,Urban,Thursday,Jun,Male,Married,51,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,16,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
May,Friday,VW,Urban,Tuesday,Nov,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,15,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Aug,Wednesday,Toyota,Rural,Thursday,Aug,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,7,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,Middle Age
Aug,Tuesday,Toyota,Urban,Tuesday,Aug,Female,Married,43,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,Middle Age
Oct,Monday,Mazda,Urban,Wednesday,Oct,Male,Single,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,Middle Age
Aug,Tuesday,Pontiac,Rural,Thursday,Aug,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,4,400,2,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,Adult
Oct,Sunday,Honda,Urban,Monday,Oct,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
Sep,Tuesday,Toyota,Urban,Tuesday,Sep,Male,Married,56,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
May,Friday,Pontiac,Urban,Monday,May,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,Middle Age
May,Friday,Mazda,Urban,Monday,Aug,Female,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Liability,Middle Age
Aug,Wednesday,VW,Urban,Monday,Aug,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,Adult
Jun,Saturday,Toyota,Urban,Saturday,Jun,Female,Married,53,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,5,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Oct,Wednesday,Honda,Urban,Friday,Oct,Male,Married,48,Third Party,Sedan - Liability,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
Jul,Sunday,Chevrolet,Urban,Monday,Jul,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4,400,2,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,more than 5,4 to 8 years,2 vehicles,Liability,Adult
Jul,Saturday,Toyota,Urban,Monday,Jul,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,Adult
Aug,Wednesday,Chevrolet,Urban,Thursday,Aug,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,11,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,Adult
Jun,Tuesday,Toyota,Urban,Wednesday,Jun,Male,Married,63,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,Senior
Jan,Friday,Honda,Urban,Thursday,Feb,Male,Married,38,Third Party,Sport - Collision,Sport,more than 69000,0,16,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Sep,Tuesday,Chevrolet,Urban,Tuesday,Sep,Male,Married,40,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,5,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
Jul,Thursday,Toyota,Urban,Thursday,Jul,Male,Single,72,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12,700,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,All Perils,Senior
Jul,Saturday,Honda,Urban,Tuesday,Aug,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,10,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
May,Monday,Pontiac,Urban,Tuesday,May,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,Adult
May,Monday,Toyota,Urban,Thursday,May,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,Middle Age
Jul,Friday,Mazda,Urban,Monday,Jul,Male,Married,61,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Collision,Senior
Jul,Thursday,Pontiac,Urban,Monday,Jul,Male,Married,50,Third Party,Sedan - All Perils,Sedan,less than 20000,0,10,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,Middle Age
Dec,Friday,Chevrolet,Urban,Friday,Dec,Male,Single,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,Middle Age
Aug,Thursday,Toyota,Urban,Monday,Aug,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,14,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,3 to 4,Collision,Adult
Aug,Wednesday,Toyota,Urban,Wednesday,Aug,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,Middle Age
Aug,Tuesday,Mazda,Rural,Tuesday,Aug,Female,Single,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,Middle Age
Aug,Thursday,Pontiac,Urban,Thursday,Sep,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,8,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,Adult
Aug,Monday,Honda,Urban,Monday,Aug,Male,Married,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Dec,Tuesday,Pontiac,Rural,Tuesday,Dec,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,Adult
Oct,Thursday,Toyota,Urban,Thursday,Oct,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,14,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,Middle Age
Sep,Friday,Pontiac,Urban,Wednesday,Oct,Female,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
Aug,Monday,Chevrolet,Urban,Thursday,Aug,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Liability,Adult
Jun,Tuesday,Toyota,Rural,Tuesday,Jun,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,Middle Age
Jun,Wednesday,Ford,Urban,Friday,Jun,Male,Single,28,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,3,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,Adult
Aug,Friday,Mazda,Urban,Friday,Aug,Female,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,4,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,Middle Age
